2025-07-31 09:30:32.375 [Info] [SpeedTUI][Startup] SpeedTUI 1.0.0 starting up
2025-07-31 09:30:33.106 [Debug] [DashboardScreen][Constructor] Component created | Type=DashboardScreen Id=386582a7-edc8-4bfd-abf4-8a0d7a941928
2025-07-31 09:31:16.854 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:16.934 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=5 ViewMode=Add
2025-07-31 09:31:16.959 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=24
2025-07-31 09:31:18.538 [Trace] [SpeedTUI][MainLoop] Key pressed | CurrentScreen=TimeTrackingScreen Key=D1 KeyChar=49
2025-07-31 09:31:18.544 [Debug] [SpeedTUI][MainLoop] TimeTrackingScreen input | HasHandleKey=True KeyString=D1 ViewMode=Add
2025-07-31 09:31:18.560 [Trace] [SpeedTUI][FormManager] HandleInput | CurrentFieldLabel=Monday Hours Key=D1 CurrentFieldIndex=4
2025-07-31 09:31:18.567 [Trace] [SpeedTUI][InputField] HandleInput | CursorPos=0 CurrentValue= Key=D1 KeyChar=49 Label=Monday Hours
2025-07-31 09:31:18.629 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:18.705 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=5 ViewMode=Add
2025-07-31 09:31:18.724 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=24
2025-07-31 09:31:19.991 [Trace] [SpeedTUI][MainLoop] Key pressed | CurrentScreen=TimeTrackingScreen Key=DownArrow KeyChar=0
2025-07-31 09:31:19.994 [Debug] [SpeedTUI][MainLoop] TimeTrackingScreen input | HasHandleKey=True KeyString=DownArrow ViewMode=Add
2025-07-31 09:31:20.000 [Trace] [SpeedTUI][FormManager] HandleInput | CurrentFieldLabel=Monday Hours Key=DownArrow CurrentFieldIndex=4
2025-07-31 09:31:20.004 [Debug] [SpeedTUI][FormManager] Moved to next field via DownArrow | NewFieldIndex=5 NewFieldLabel=Tuesday Hours
2025-07-31 09:31:20.059 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:20.124 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=5 ViewMode=Add
2025-07-31 09:31:20.132 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=24
2025-07-31 09:31:20.248 [Trace] [SpeedTUI][MainLoop] Key pressed | CurrentScreen=TimeTrackingScreen Key=D2 KeyChar=50
2025-07-31 09:31:20.252 [Debug] [SpeedTUI][MainLoop] TimeTrackingScreen input | HasHandleKey=True KeyString=D2 ViewMode=Add
2025-07-31 09:31:20.254 [Trace] [SpeedTUI][FormManager] HandleInput | CurrentFieldLabel=Tuesday Hours Key=D2 CurrentFieldIndex=5
2025-07-31 09:31:20.259 [Trace] [SpeedTUI][InputField] HandleInput | CursorPos=0 CurrentValue= Key=D2 KeyChar=50 Label=Tuesday Hours
2025-07-31 09:31:20.313 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:20.352 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=5 ViewMode=Add
2025-07-31 09:31:20.364 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=24
2025-07-31 09:31:27.412 [Trace] [SpeedTUI][MainLoop] Key pressed | CurrentScreen=TimeTrackingScreen Key=Enter KeyChar=13
2025-07-31 09:31:27.415 [Debug] [SpeedTUI][MainLoop] TimeTrackingScreen input | HasHandleKey=True KeyString=Enter ViewMode=Add
2025-07-31 09:31:27.418 [Trace] [SpeedTUI][FormManager] HandleInput | CurrentFieldLabel=Tuesday Hours Key=Enter CurrentFieldIndex=5
2025-07-31 09:31:27.426 [Debug] [SpeedTUI][FormManager] Form validation result | InvalidFields= IsValid=True
2025-07-31 09:31:27.429 [Debug] [SpeedTUI][FormManager] Form submitted successfully
2025-07-31 09:31:27.432 [Debug] [SpeedTUI][FormManager] GetFormData | Keys=Project Name, Thursday Hours, Project ID1, Project ID2, Friday Hours, Week Ending (Friday), Tuesday Hours, Wednesday Hours, Monday Hours FieldCount=9
2025-07-31 09:31:27.460 [Debug] [SpeedTUI][TimeTrackingService] Cleared time tracking caches
2025-07-31 09:31:27.534 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:27.573 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=6 ViewMode=List
2025-07-31 09:31:27.586 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=28
2025-07-31 09:31:38.380 [Trace] [SpeedTUI][MainLoop] Key pressed | CurrentScreen=TimeTrackingScreen Key=E KeyChar=101
2025-07-31 09:31:38.389 [Debug] [SpeedTUI][MainLoop] TimeTrackingScreen input | HasHandleKey=True KeyString=E ViewMode=List
2025-07-31 09:31:38.462 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:38.549 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=6 ViewMode=Edit
2025-07-31 09:31:38.568 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=14
2025-07-31 09:31:45.536 [Trace] [SpeedTUI][MainLoop] Key pressed | CurrentScreen=TimeTrackingScreen Key=C KeyChar=99
2025-07-31 09:31:45.545 [Debug] [SpeedTUI][MainLoop] TimeTrackingScreen input | HasHandleKey=True KeyString=C ViewMode=Edit
2025-07-31 09:31:45.632 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:45.716 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=6 ViewMode=List
2025-07-31 09:31:45.729 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=28
2025-07-31 09:31:47.828 [Trace] [SpeedTUI][MainLoop] Key pressed | CurrentScreen=TimeTrackingScreen Key=D KeyChar=100
2025-07-31 09:31:47.837 [Debug] [SpeedTUI][MainLoop] TimeTrackingScreen input | HasHandleKey=True KeyString=D ViewMode=List
2025-07-31 09:31:47.968 [Trace] [SpeedTUI][MainLoop] Refresh needed | ScreenDetails=System.Collections.Hashtable CurrentScreen=TimeTrackingScreen
2025-07-31 09:31:48.021 [Trace] [SpeedTUI][TimeTrackingScreen] Render start | AddFormExists=True EditFormExists=True TimeEntriesCount=6 ViewMode=List
2025-07-31 09:31:48.047 [Trace] [SpeedTUI][MainLoop] Screen rendered | LineCount=28
